ID_sheet,ID,type,location_name,Tunnelwall,Borehole_interval,Borehole_depth_top,Borehole_depth_bottom,Tunnel_Location_tm,Date_ddmmmyy,time_hhmm,overburden_m,geology,categories,fluorid_ppm,chloride_ppm,nitrate_ppm,sulfate_ppm,CO3_ppm,lithium_ppm,sodium_ppm,potassium_ppm,magnesium_ppm,calcium_ppm,T_degC,pH_field,pH_lab,EC_field_ySpcm,EC_lab_ySpcm,TDS_ppm,ORP_mV,Flowrate_lps,MPF,d18O_ppt,dD_ppt
530,GB1_44,Geobio_BH,BdWGB1,,TB,,,,06.08.2021,,,granite,subsurface,4.11,9.78,0,366.68,,0.16,34.68,0.39,0.01,147.14,,,7.726,,556,,,,1,,
531,1993_44,fracture,BdTfrac1993,,,,,1993,06.08.2021,,,granite,subsurface,4.04,10.08,0,378.72,,0.16,35.31,0.4,0.01,154.48,,,7.664,,631,,,,1,,
532,strAA0_45,stream,BdSstrAA0,,,,,,21.08.2021,10:30,,,surface,,,,,,,,,,,6.6,8,,7.2,,4.9,,,,,
533,strAA1_45,stream,BdSstrAA1,,,,,,21.08.2021,11:15,,,surface,,,,,,,,,,,7.9,7.7,,4,,2.7,,,,,
534,lakeAA2_45,lake,BdSlakeAA2am,,,,,,21.08.2021,12:25,,,surface,,,,,,,,,,,2.9,6.9,,8.2,,3.5,,,,,
535,lakeAA3_45,lake,BdSlakeAA2aa,,,,,,21.08.2021,13:25,,,surface,,,,,,,,,,,6.3,6.8,,10.3,,7.5,,,,,
536,ticino_river_bridge_45,river,BdSTicinoRiverBridge,,,,,,21.08.2021,19:15,,,surface,,,,,,,,,,,8.9,7.7,,409,,290,,,,,
537,,fracture,BdTfrac444,,,,,,30.11.2021,,,gneiss,subsurface,0.181638951,0.123249905,1.779893509,19.14833828,,,,,,,9.3,8.3,,139,,99.6,-70,0.0039,,,
538,,fracture,BdTfrac1306C,,,,,,15.11.2021,,,granite,subsurface,2.168296993,2.071291748,0.840230817,73.72469576,,,,,,,11.4,9,,204,,145,-162,0.0024,,,
539,,fracture,BdTfrac1494,,,,,,30.11.2021,,,granite,subsurface,4.236862901,7.633480815,,288.5375009,,,,,,,14.2,8.7,,576,,406,98,0.0036,,,
540,,fracture,BdTfrac2848A,,,,,,01.12.2021,,,granite,subsurface,1.413956845,0.191760592,0.894500056,9.696099738,,,,,,,14.6,9,,74,,52.7,81,0.0033,,,
541,,fracture,BdTfrac4652,,,,,,01.12.2021,,,granite,subsurface,3.375140661,0.239072991,,10.94514283,,,,,,,19.7,9.3,,104.5,,75,105,0.0028,,,
