ID_sheet,ID,type,location_name,Tunnelwall,Borehole_interval,Borehole_depth_top,Borehole_depth_bottom,Tunnel_Location_tm,Date_ddmmmyy,time_hhmm,overburden_m,geology,categories,fluorid_ppm,chloride_ppm,nitrate_ppm,sulfate_ppm,CO3_ppm,lithium_ppm,sodium_ppm,potassium_ppm,magnesium_ppm,calcium_ppm,T_degC,pH_field,pH_lab,EC_field_ySpcm,EC_lab_ySpcm,TDS_ppm,ORP_mV,Flowrate_lps,MPF,d18O_ppt,dD_ppt,d18O_ppt_2,dD_ppt_2,CBE_pc,mixing_st1nit1_2,notes,Name,pH,EC,Q,Temperature,Fluoride,Chloride,Nitrite,Bromide,Nitrate,Phosphate,Sulfate,Lithium,Sodium,Ammonium,Potassium,Magnesium,Calcium,Strontium,Lab_pH,Lab_EC,qPCR_mean,qPCR_std,Map ID,python_ID,python_date,Excel_TM,Excel_Overburden,Excel_Geology,Excel_Category
105,3884_17,fracture,BdTfrac3884,all,,,,3884,03.03.2021,,1244,granite,subsurface,1.82,1.48,0.66,14.41,20,0,8.55,0.61,0,9.95,16.8,8.94,8.72,79.4,68.1,64.4,182,,,,,,,3.33,,,BdTfrac3884.20210303,8.94,79.4,,16.8,1.82,1.48,,,0.66,,14.41,,8.55,,0.61,0,9.95,,8.72,68.1,,,,BdTfrac3884,20210303,3884,1244,granite,subsurface
501,3884_39,fracture,BdTfrac3884,all,,,,3884,08.07.2021,14:15,,granite,subsurface,2.41,0.24,0.97,16.12,,0.1,10.45,1.26,0,11.36,16.9,8.7,,77.9,,55.4,165,,1,,,,,,,,BdTfrac3884.20210708,8.7,77.9,,16.9,2.41,0.24,,,0.97,,16.12,0.1,10.45,,1.26,0,11.36,,,,,,,BdTfrac3884,20210708,3884,1244,granite,subsurface
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BdTfrac3884-1.20201102,,,999,17.2,1.65,0.28,,,0.97,,13.01,,8.35,,0.55,,9.64,,9.246,65.4,,,,BdTfrac3884-1,20201102,3884,1244,granite,subsurface
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BdTfrac3884-2.20201102,,,999,17.2,1.62,1.51,,,,,13.2,,8.6,,0.61,,9.9,,9.123,66.7,,,,BdTfrac3884-2,20201102,3884,1244,granite,subsurface
215,4166_19,fracture,BdTfrac4166,SW_SW,,,,4166,15.04.2021,15:15,1062,granite,subsurface,1.15,0.51,1.54,4.1,,0,8.14,0.28,0,7.06,14.9,9.41,9.42,58.6,50,48.9,198,0.025,2,-14.61,-100.59,,,,,,BdTfrac4166.20210415,9.41,58.6,0.025,14.9,1.15,0.51,,,1.54,,4.1,0,8.14,,0.28,0,7.06,,9.42,50,,,,BdTfrac4166,20210415,4166,1062,granite,subsurface
500,4166_39,fracture,BdTfrac4166,SW_SW,,,,4166,08.07.2021,14:00,,granite,subsurface,1.66,0.15,1.43,4.95,,0.13,8.83,0.32,0,8.21,14.5,9.5,,58,,41.4,153,0.02,2,,,,,,,,BdTfrac4166.20210708,9.5,58,0.02,14.5,1.66,0.15,,,1.43,,4.95,0.13,8.83,,0.32,0,8.21,,,,,,,BdTfrac4166,20210708,4166,1062,granite,subsurface
108,4166_13,fracture,BdTfrac4166,SW_SW,,,,4166,21.12.2020,,1062,granite,subsurface,1.56,0.14,1.16,4.65,15,0,7.99,0.28,0,7.51,14.8,10.44,8.09,57,48.6,41.2,136,0.026,2,,,,,47.04,,,BdTfrac4166.20201221,10.44,57,0.01333,14.8,1.56,0.14,,,1.16,,4.65,,7.99,,0.28,,7.51,,8.09,48.6,,,,BdTfrac4166,20201221,4166,1062,granite,subsurface
106,4166_07,fracture,BdTfrac4166,SW_SW,,,,4166,02.11.2020,,1062,granite,subsurface,1.3,0.21,1.18,3.54,20,0,7.91,0.27,0,6.42,14.7,9.1,9.43,53.9,49.5,38.4,160,0.0214,2,-14.62,-100.74,,,10.73,,,BdTfrac4166.20201102,,,0.01067,14.7,1.3,0.21,,,1.18,,3.54,,7.91,,0.27,,6.42,,9.433,49.5,,,,BdTfrac4166,20201102,4166,1062,granite,subsurface
107,4166_08,fracture,BdTfrac4166,SW_SW,,,,4166,14.12.2020,,1062,granite,subsurface,,,,,,0,,,,,14.8,8.74,,54.5,,38.4,215,0.02,2,,,,,999,,data not found,BdTfrac4166.20201214,8.74,54.5,0.01,14.8,,,,,,,,,,,,,,,,,2242.459185,178.0188973,,BdTfrac4166,20201214,4166,1062,granite,subsurface
109,4166_16,fracture,BdTfrac4166,SW_SW,,,,4166,03.02.2021,,1062,granite,subsurface,1.34,0.16,1.54,4.17,15,0,7.98,0.24,0.24,11.85,14.2,9.76,9.5,58.4,51.8,41.1,112,0.02,2,-14.67,-100.53,,,41.14,,,BdTfrac4166.20210203,9.76,58.4,0.01,14.2,1.34,0.16,,,1.54,,4.17,,7.98,,0.24,0.24,11.85,,9.5,51.8,2528.117202,420.355002,,BdTfrac4166,20210203,4166,1062,granite,subsurface
110,4166_17,fracture,BdTfrac4166,SW_SW,,,,4166,03.03.2021,,1062,granite,subsurface,1.27,0.14,1.82,3.73,23.5,0,8.09,0.26,0,7.11,14.4,9.74,8.9,58.7,47,42.2,175,0.02,2,,,,,16.57,,,BdTfrac4166.20210303,9.74,58.7,0.01,14.4,1.27,0.14,,,1.82,,3.73,0,8.09,,0.26,0,7.11,,8.9,47,,,,BdTfrac4166,20210303,4166,1062,granite,subsurface
216,4192_19,fracture,BdTfrac4192,,,,,4192,15.04.2021,15:00,1058,granite,subsurface,1.23,0.14,1.44,4.12,,0,7.88,0.27,0,7.08,14.6,9.52,9.4,59.2,50.8,41.9,173,0.0098,2,-14.73,-100.96,,,,,,BdTfrac4192.20210415,9.52,59.2,0.0098,14.6,1.23,0.14,,,1.44,,4.12,0,7.88,,0.27,0,7.08,,9.4,50.8,,,,BdTfrac4192,20210415,4192,1058,granite,subsurface
166,4198_16,fracture,BdTfrac4198,,,,,4198,03.02.2021,,1057,granite,subsurface,,,,,,,,,,,14.3,9.59,,85.6,,60.5,123,,,,,,,,,,BdTfrac4198.20210203,9.59,85.6,,14.3,,,,,,,,,,,,,,,,,,,,BdTfrac4198,20210203,4198,1057,granite,subsurface
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BdTfrac4198.20211122,,,,,2.25,0.16,,,1.06,,6.18,,,,,,,,,,,,,BdTfrac4198,20211122,4198,1057,granite,subsurface
217,4240_19,fracture,BdTfrac4240,SW_SW,,,,4240,15.04.2021,14:45,1049,granite,subsurface,,,,,,,,,,,13.4,9.36,,82.1,,58,200,0.13095,1.5,,,,,,,,BdTfrac4240.20210415,9.36,82.1,0.13095,13.4,,,,,,,,,,,,,,,,,,,,BdTfrac4240,20210415,4240,1049,granite,subsurface
218,4250_19,fracture,BdTfrac4250,all,,,,4250,15.04.2021,14:25,1044,granite,subsurface,2.06,0.16,0.8,10.53,,0,14.69,0.21,0,7.57,13.9,9.1,9.25,87.1,66.7,60.17,196,0.242,1,-14.83,-101.94,,,,,,BdTfrac4250.20210415,9.1,87.1,0.242,13.9,2.06,0.16,,,0.8,,10.53,0,14.69,,0.21,0,7.57,,9.25,66.7,,,,BdTfrac4250,20210415,4250,1044,granite,subsurface
167,4253_16,fracture,BdTfrac4253,,,,,4253,03.02.2021,,1046,granite,subsurface,,,,,,,,,,,15.5,9.47,,93.5,,66.3,139,,,,,,,,,,BdTfrac4253.20210203,9.47,93.5,,15.5,,,,,,,,,,,,,,,,,,,,BdTfrac4253,20210203,4253,1046,granite,subsurface
219,4268A_19,fracture,BdTfrac4268A,SW_SW,,,,4268.1,15.04.2021,14:15,1031,granite,subsurface,2.55,0.17,,12.42,,0,16.9,0.42,0,7.35,15.9,9.2,9.24,93.5,79.3,66.5,182,0.19125,2.5,-14.75,-101.42,,,,,,BdTfrac4268A.20210415,9.2,93.5,0.19125,15.9,2.55,0.17,,,0,,12.42,0,16.9,,0.42,0,7.35,,9.24,79.3,,,,BdTfrac4268A,20210415,4268.1,1031,granite,subsurface
220,4268B_19,fracture,BdTfrac4268B,SW_SW,,,,4268.2,15.04.2021,14:10,1031,granite,subsurface,,,,,,,,,,,15.6,9.29,,93.4,,65.9,195,0.0038,2,,,,,,,,BdTfrac4268B.20210415,9.29,93.4,0.0038,15.6,,,,,,,,,,,,,,,,,,,,BdTfrac4268B,20210415,4268.2,1031,granite,subsurface
221,4288_19,fracture,BdTfrac4288,,,,,4288,15.04.2021,14:00,1040,granite,subsurface,,,,,,,,,,,16.8,9.13,,92.9,,66.1,187,0.01,,,,,,,,,BdTfrac4288.20210415,9.13,92.9,0.01,16.8,,,,,,,,,,,,,,,,,,,,BdTfrac4288,20210415,4288,1040,granite,subsurface
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BdTfrac4345.20210415,9.37,114,0.06084,18.3,4.7,0.7,,,0,,18.7,0,20.96,,0.31,0,8.7,,9.09,91.6,,,,BdTfrac4345,20210415,4345,1017,granite,subsurface
499,4345_39,fracture,BdTfrac4345,,,,,4345,08.07.2021,13:50,,granite,subsurface,5.73,0.65,0,21,,0,22.03,0.44,0,9.33,18,9.4,,115.5,,82,159,,1.2,,,,,,,,BdTfrac4345.20210708,9.4,115.5,,18,5.73,0.65,,,0,,21,0,22.03,,0.44,0,9.33,,,,,,,BdTfrac4345,20210708,4345,1017,granite,subsurface
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BdTrac4345.20211122,,,,,5.16,0.8,,,,,16.13,,,,,,,,,,,,,BdTfrac4345,20211122,4345,1017,granite,subsurface
114,4348_17,fracture,BdTfrac4348,SW_SW,,,,4348,03.03.2021,,1017,granite,subsurface,4.5,0.68,0,18.74,15,0,21.26,0.33,0,8.5,17.8,9.52,8.52,116.4,98.7,82.6,165,0.06312,1.2,,,,,21.76,,,BdTfrac4348.20210303,9.52,116.4,0.0526,17.8,4.5,0.68,,,0,,18.74,0,21.26,,0.33,,8.5,,8.52,98.7,,,,BdTfrac4348,20210303,4348,1017,granite,subsurface
112,4348_08,fracture,BdTfrac4348,SW_SW,,,,4348,14.12.2020,,1017,granite,subsurface,6.01,0.79,0,21.24,15,0,21.27,0.3,0,8.65,18.3,8.62,8.88,105.3,98.4,74.7,200,0.063,1.2,-14.73,-102.57,,,12.14,,was in the qpcr metadata sheet as  BdTfrac4348.20201213,BdTfrac4348.20201214,8.62,105.3,0.0525,18.3,6.01,0.79,,,,,21.24,,21.27,,0.3,,8.65,,8.9,98.4,6352.830649,4212.235104,,BdTfrac4348,20201214,4348,1017,granite,subsurface
111,4348_07,fracture,BdTfrac4348,SW_SW,,,,4348,02.11.2020,,1017,granite,subsurface,4.53,0.86,0,18.09,15,0,21.08,0.28,0,7.5,18.1,9.01,9.23,106.1,98.7,75.3,167,0.06,1.2,-14.7,-102.32,,,17.48,,,BdTfrac4348.20201102,,,0.05,18.1,4.53,0.86,,,,,18.09,,21.08,,0.28,,7.5,,9.225,98.7,,,,BdTfrac4348,20201102,4348,1017,granite,subsurface
113,4348_16,fracture,BdTfrac4348,SW_SW,,,,4348,03.02.2021,,1017,granite,subsurface,4.71,0.72,0,19.01,15,0,21.35,0.43,0,8.12,17.8,9.58,9.33,116.1,100.4,82.1,139,0.06,1.2,-14.68,-102.08,,,20.79,,,BdTfrac4348.20210203,9.58,116.1,0.05,17.8,4.71,0.72,,,,,19.01,,21.35,,0.43,,8.12,,9.33,100.4,,,,BdTfrac4348,20210203,4348,1017,granite,subsurface
222,4348_19,fracture,BdTfrac4348,SW_SW,,,,4348,15.04.2021,13:50,1017,granite,subsurface,4.7,0.7,,18.7,,0,20.96,0.31,0,8.7,18.3,9.37,9.09,114,91.6,89,161,0.06084,1.2,-14.7,-102.25,,,,,,BdTfrac4348.20210415,,,,,,,,,,,,,,,,,,,,,,,,BdTfrac4348,20210415,4348,1017,granite,subsurface
3,0440_17,fracture,BdTfrac440,SW_SW,,,,440,04.03.2021,,279,gneiss,subsurface,0.08,0.31,0,28.57,27.5,0,1.7,5.59,1.51,21.63,7.2,8.74,8.48,154,130.8,110,,0.05,1,-13.18,-91.72,,,11.42,,,BdTfrac440.20210304,8.74,154,0.05,7.2,0.08,0.31,,,,,28.57,,1.7,,5.59,1.51,21.63,,8.48,130.8,,,,BdTfrac440,20210304,440,279,gneiss,subsurface
476,0440_37,fracture,BdTfrac440,SW_SW,,,,440,01.06.2021,17:55,279,granite,subsurface,0.13,0,0.2,33.68,,0.23,3.4,5.78,1.46,28.5,8.2,8.2,8,158.3,134.1,112,130,0.045,1,-13.06,-91.64,,,,,,BdTfrac440.20210601,8.2,158.3,0.045,8.2,0.13,0,,,0.2,,33.68,0.23,3.4,,5.78,1.46,28.5,,8,134.1,,,,BdTfrac440,20210601,440,279,granite,subsurface
1,0440_13,fracture,BdTfrac440,SW_SW,,,,440,21.12.2020,,279,gneiss,subsurface,0.1,0.34,0,31.52,30,0,2.72,5.74,1.42,27.94,7.9,9,8.56,142.5,132.5,101,17,0.0416,1,-13.18,-91.72,,,18.67,,,BdTfrac440.20201221,9,142.5,0.0416,7.9,0.1,0.34,,,,,31.52,,2.72,,5.74,1.42,27.94,,8.56,132.5,,,,BdTfrac440,20201221,440,279,gneiss,subsurface
2,0440_14,fracture,BdTfrac440,SW_SW,,,,440,19.01.2021,,279,gneiss,subsurface,0.16,0.23,0.2,30.86,30,0,2.75,5.64,1.37,28.06,7.8,9.75,8,140,113.3,99.3,173,0.0415,1,-13.09,-91.3,,,25.78,,,BdTfrac440.20210119,9.75,140,,7.8,0.16,0.23,,,0.2,,30.86,0,2.75,,5.64,1.37,28.06,,8,113.3,,,,BdTfrac440,20210119,440,279,gneiss,subsurface
223,4406A_19,fracture,BdTfrac4406A,SW_NE,,,,4406.1,15.04.2021,13:45,1037,granite,subsurface,,,,,,,,,,,18.4,9.15,,99.6,,70.2,179,0.00499995,1.5,,,,,,,,BdTfrac4406A.20210415,9.15,99.6,0.00499995,18.4,,,,,,,,,,,,,,,,,,,,BdTfrac4406A,20210415,4406.1,1037,granite,subsurface
224,4406B_19,fracture,BdTfrac4406B,SW_SW,,,,4406.2,15.04.2021,13:40,1037,granite,subsurface,,,,,,,,,,,18,9.05,,94.3,,67.1,179,0.0123,3,,,0.0041,,,,,BdTfrac4406B.20210415,9.05,94.3,0.0123,18,,,,,,,,,,,,,,,,,,,,BdTfrac4406B,20210415,4406.2,1037,granite,subsurface
4,0444_07,fracture,BdTfrac444,SW_SW,,,,444,03.11.2020,,281,gneiss,subsurface,0.11,0.23,1.31,22.36,,0,1.54,5.75,1.51,24.53,8.2,6.98,8.66,129.5,121.9,91.9,122,0.0075,1,,,,,20.22,,,BdTfrac444.20201103,6.98,129.5,0.0075,8.2,0.11,0.23,,,1.31,,22.36,,1.54,,5.75,1.51,24.53,,8.661,121.9,,,,BdTfrac444,20201103,444,281,gneiss,subsurface
203,0444_18,fracture,BdTfrac444,SW_SW,,,,444,22.03.2021,14:15,281,gneiss,subsurface,0.17,0.23,1.74,20.43,,0,1.52,5.39,1.35,24.89,7.5,8.8,8.19,137.5,103.8,97.3,146,0.0073,1,,,,,,,check for water isotopes; in qPCR metaata but not metadata_AA,BdTfrac444.20210322,8.8,137.5,0.0073,7.5,0.17,0.23,,,1.74,,20.43,0,1.52,,5.39,1.35,24.89,,8.19,103.8,3150.209293,1095.039262,,BdTfrac444,20210322,444,281,gneiss,subsurface
7,0444_17,fracture,BdTfrac444,SW_SW,,,,444,04.03.2021,,281,gneiss,subsurface,0.05,0.24,0,20.34,25,0,1.63,5.53,1.59,22.6,6.6,8.7,8.56,137.9,112.9,98,181,0.007,1,-12.82,-88.93,,,23.59,,,BdTfrac444.20210304,8.7,137.9,0.007,6.6,0.05,0.24,,,,,20.34,0,1.63,,5.53,1.59,22.6,,8.56,112.9,46513.0787,12949.72157,,BdTfrac444,20210304,444,281,gneiss,subsurface
5,0444_08,fracture,BdTfrac444,SW_SW,,,,444,15.12.2020,,281,gneiss,subsurface,3.35,0.13,1.74,23.85,27.5,0,1.51,5.53,1.56,25.72,7.9,7.39,8.62,124.9,119.6,88.8,239,0.007,1,-12.79,-88.96,,,18.43,,,BdTfrac444.20201215,7.39,124.9,0.007,7.9,0.19,0.13,,,1.74,,23.85,,1.51,,5.53,1.56,25.72,,8.6,119.6,66636.68034,19842.58988,,BdTfrac444,20201215,444,281,gneiss,subsurface
6,0444_14,fracture,BdTfrac444,SW_SW,,,,444,19.01.2021,,281,gneiss,subsurface,0.2,0.87,1.69,21.48,25,0,1.48,6.33,1.46,24.73,6.8,9.41,7.93,122.8,100.3,86.7,185,0.0069,1,-12.78,-88.55,,,25.67,,,BdTfrac444.20210119,9.41,122.8,0.006925,6.8,0.2,0.87,,,1.69,,21.48,,1.48,,6.33,1.46,24.73,,7.93,100.3,23134.4054,7662.899107,,BdTfrac444,20210119,444,281,gneiss,subsurface
517,0444_39,fracture,BdTfrac444,SW_SW,,,,444,08.07.2021,17:40,281,gneiss,subsurface,0.14,0.46,1.05,27.37,,0.15,2.65,5.59,1.65,25.76,7.6,8.5,,147.5,,105,117,0.0068,1,,,,,,,,BdTfrac444.20210708,8.5,147.5,0.0068,7.6,0.14,0.46,,,1.05,,27.37,0.15,2.65,,5.59,1.65,25.76,,,,9635.295926,2475.627507,,BdTfrac444,20210708,444,281,gneiss,subsurface
475,0444_37,fracture,BdTfrac444,SW_SW,,,,444,01.06.2021,17:45,281,granite,subsurface,0.42,0.19,0.77,28.67,,0.34,2.74,5.94,1.68,27.49,7.6,8.2,8.032,151.1,125,108,135,0.006746,1,-12.76,-88.82,,,,,,BdTfrac444.20210601,8.2,151.1,0.006746,7.6,0.42,0.19,,,0.77,,28.67,0.34,2.74,,5.94,1.68,27.49,,8.032,125,,,,BdTfrac444,20210601,444,281,granite,subsurface
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no cations,BdTfrac444.20211130,8.3,139,0.0039,9.3,0.18,0.12,,,1.78,,19.15,,,,,,,,,,22033.02043,7474.213843,,BdTfrac444,20211130,444,281,gneiss,subsurface
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data would be with moira pH; EC; etc,BdTfrac444.20210521,,,,,,,,,,,,,,,,,,,,,19969.2074,5912.5791,,BdTfrac444,20210521,444,281,gneiss,subsurface
115,4447_03,fracture,BdTfrac4447,SW_SW,,,,4447,25.09.2020,,1048,granite,subsurface,4.07,0.8,0,15.74,,0.58,17.48,0.3,0,8.64,19.65,9.71,9.02,112.3,92.2,77.3,,0.045,1,-14.81,-102.62,,,24.71,,,BdTfrac4447.20200925,,,0.045,19.9,4.07,0.8,,,,,15.74,0.58,17.48,,0.3,,8.64,,9.019,92.2,,,,BdTfrac4447,20200925,4447,1048,granite,subsurface
115,4447_03,fracture,BdTfrac4447,SW_SW,,,,4447,25.09.2020,,1048,granite,subsurface,4.07,0.8,0,15.74,,0.58,17.48,0.3,0,8.64,19.65,9.71,9.02,112.3,92.2,77.3,,0.045,1,-14.81,-102.62,,,24.71,,,BdTfrac4447.20200925,,,0.045,19.4,4.07,0.8,,,,,15.74,0.58,17.48,,0.3,,8.64,,9.019,92.2,,,,BdTfrac4447,20200925,4447,1048,granite,subsurface
116,4447_08,fracture,BdTfrac4447,SW_SW,,,,4447,14.12.2020,,1048,granite,subsurface,5.54,0.83,0,16.75,17.5,0,17.52,0.27,0,9.29,18,8.58,8.73,93.8,87.4,66.6,197,0.0448,1,-14.68,-102.65,,,10.35,,was in the qpcr metadata sheet as BdTfrac4447.20201213,BdTfrac4447.20201214,8.58,93.8,0.0448,18,5.54,0.83,,,,,16.75,,17.52,,0.27,,9.29,,8.7,87.4,9202.774456,425.16187,,BdTfrac4447,20201214,4447,1048,granite,subsurface
225,4447_19,fracture,BdTfrac4447,SW_SW,,,,4447,15.04.2021,13:13,1048,granite,subsurface,4.17,0.81,,15.12,,0,17.02,0.23,0,9.51,18.1,9.35,9.01,103.2,83.3,73.3,166,0.0343,1,-14.66,-102.39,,,,,,BdTfrac4447.20210415,9.35,103.2,0.0343,18.1,4.17,0.81,,,0,,15.12,0,17.02,,0.23,0,9.51,,9.01,83.3,,,,BdTfrac4447,20210415,4447,1048,granite,subsurface
117,4447_16,fracture,BdTfrac4447,SW_SW,,,,4447,03.02.2021,,1048,granite,subsurface,4.35,0.72,0,15.5,15,0,17.63,0.32,0,10.89,17.5,9.59,9.26,102.9,86,73.2,151,0.0325,1,-14.67,-102.39,,,25.17,,,BdTfrac4447.20210203,9.59,102.9,0.0325,17.5,4.35,0.72,,,,,15.5,,17.63,,0.32,,10.89,,9.26,86,,,,BdTfrac4447,20210203,4447,1048,granite,subsurface
118,4447_17,fracture,BdTfrac4447,SW_SW,,,,4447,03.03.2021,,1048,granite,subsurface,4.6,0.78,0,15.7,15,0,17.4,0.36,0,8.67,17.6,9.62,8.62,104.2,86.4,73.8,165,0.0313,1,,,,,19.75,,,BdTfrac4447.20210303,9.62,104.2,0.0313,17.6,4.6,0.78,,,0,,15.7,0,17.4,,0.36,0,8.67,,8.62,86.4,,,,BdTfrac4447,20210303,4447,1048,granite,subsurface
498,4448_39,fracture,BdTfrac4448,SW_SW,,,,4448,08.07.2021,13:35,,granite,subsurface,4.11,0.29,0,15.53,,0,15.63,0.44,0,9.96,17.3,9.2,,91.6,,65,160,0.01,1,,,,,,,,BdTfrac4448.20210708,9.2,91.6,0.01,17.3,4.11,0.29,,,0,,15.53,0,15.63,,0.44,0,9.96,,,,,,,BdTfrac4448,20210708,4448,1048,granite,subsurface
150,0444B_17,fracture,BdTfrac444B,SW_SW,,,,444,04.03.2021,,281,gneiss,subsurface,0.2,0,1.81,19.42,27.5,0,1.64,5.52,1.55,21.98,6.7,8.79,8.46,134.1,117.8,90.4,192,0.0075,1,-12.87,-88.99,,,18.33,,,BdTfrac444B.20210304,8.79,134.1,0.0075,6.7,0.2,0,,,1.81,,19.42,0,1.64,,5.52,1.55,21.98,,8.46,117.8,,,,BdTfrac444B,20210304,444,281,gneiss,subsurface
497,4506_39,fracture,BdTfrac4506,SW_SW,,,,4506,08.07.2021,13:30,,granite,subsurface,4.38,0.44,0,18.33,,0,15.78,0.5,0,10.57,17.2,9.2,,97.2,,69.2,167,0.064725,2.5,,,,,,,,BdTfrac4506.20210708,9.2,97.2,0.064725,17.2,4.38,0.44,,,0,,18.33,0,15.78,,0.5,0,10.57,,,,,,,BdTfrac4506,20210708,4506,1067,granite,subsurface
226,4506_19,fracture,BdTfrac4506,SW_SW,,,,4506,15.04.2021,13:05,1067,granite,subsurface,3.54,0.56,,16.3,,0,14.57,0.21,0,9.67,17.9,9.26,8.89,99.2,79.8,70.2,179,0.0596,2.5,-14.56,-101.31,,,,,,BdTfrac4506.20210415,9.26,99.2,0.0596,17.9,3.54,0.56,,,0,,16.3,0,14.57,,0.21,0,9.67,,8.89,79.8,,,,BdTfrac4506,20210415,4506,1067,granite,subsurface
119,4506_03,fracture,BdTfrac4506,SW_SW,,,,4506,25.09.2020,,1067,granite,subsurface,3.41,0.55,0,16.45,,0.88,14.75,0.24,0.19,9.96,19.6,9.47,8.91,106.55,85.9,69.25,,0.066,2.5,-14.68,-101.58,,,22.41,,,BdTfrac4506.20200925,,,0.033,20.1,3.41,0.55,,,,,16.45,0.88,14.75,,0.24,0.19,9.96,,8.905,85.9,,,,BdTfrac4506,20200925,4506,1067,granite,subsurface
119,4506_03,fracture,BdTfrac4506,SW_SW,,,,4506,25.09.2020,,1067,granite,subsurface,3.41,0.55,0,16.45,,0.88,14.75,0.24,0.19,9.96,19.6,9.47,8.91,106.55,85.9,69.25,,0.066,2.5,-14.68,-101.58,,,22.41,,,BdTfrac4506.20200925,,,0.033,19.1,3.41,0.55,,,,,16.45,0.88,14.75,,0.24,0.19,9.96,,8.905,85.9,,,,BdTfrac4506,20200925,4506,1067,granite,subsurface
123,4506_17,fracture,BdTfrac4506,SW_SW,,,,4506,03.03.2021,,1067,granite,subsurface,3.5,0.51,0,16.28,22,0,14.81,0.27,0,9.44,17.3,9.46,8.56,97.9,82.3,69.5,176,0.0586,2.5,,,,,12.11,,,BdTfrac4506.20210303,9.46,97.9,0.0293,17.3,3.5,0.51,,,0,,16.28,0,14.81,,0.27,0,9.44,,8.56,82.3,,,,BdTfrac4506,20210303,4506,1067,granite,subsurface
122,4506_16,fracture,BdTfrac4506,SW_SW,,,,4506,03.02.2021,,1067,granite,subsurface,3.64,0.6,0,16.18,15,0,15.07,0.25,0,10.5,17.1,9.46,9.2,97.9,83.8,69.3,162,0.058,2.5,-14.56,-101.38,,,20.72,,,BdTfrac4506.20210203,9.46,97.9,0.029,17.1,3.64,0.6,,,,,16.18,,15.07,,0.25,,10.5,,9.2,83.8,,,,BdTfrac4506,20210203,4506,1067,granite,subsurface
121,4506_08,fracture,BdTfrac4506,SW_SW,,,,4506,14.12.2020,,1067,granite,subsurface,4.67,0.52,0,17.61,15,0,14.71,0.21,0,9.94,17.4,8.42,8.6,88.6,82.2,63.1,220,0.054,2.5,-14.56,-101.66,,,10.75,,,BdTfrac4506.20201214,8.42,88.6,0.027,17.4,4.67,0.52,,,,,17.61,,14.71,,0.21,,9.94,,8.6,82.2,,,,BdTfrac4506,20201214,4506,1067,granite,subsurface
120,4506_07,fracture,BdTfrac4506,SW_SW,,,,4506,02.11.2020,,1067,granite,subsurface,3.54,0.5,0,16.14,20,0,14.61,0.22,0.3,10.75,17.7,8.95,9.05,89.2,83.4,63.3,180,0.05,2.5,-14.61,-101.45,,,14.16,,,BdTfrac4506.20201102,,,0.025,17.7,3.54,0.5,,,,,16.14,,14.61,,0.22,0.3,10.75,,9.046,83.4,,,,BdTfrac4506,20201102,4506,1067,granite,subsurface
227,4589_19,fracture,BdTfrac4589,,,,,4589,15.04.2021,12:58,1082,granite,subsurface,,,,,,,,,,,18.4,9.2,,88.2,,62.3,,0.0065,2,,,,,,,,BdTfrac4589.20210415,9.2,88.2,0.0065,18.4,,,,,,,,,,,,,,,,,,,,BdTfrac4589,20210415,4589,1082,granite,subsurface
124,4599_03,fracture,BdTfrac4599,roof,,,,4599,25.09.2020,,1087,granite,subsurface,2.72,0.23,0,13.88,,0.63,11.89,0.26,0,9.29,19.8,9.56,8.86,94.45,74.6,64.6,,,2,-14.57,-101.4,,,24.12,,,BdTfrac4599.20200925,,,,20.3,2.72,0.23,,,,,13.88,0.63,11.89,,0.26,,9.29,,8.861,74.6,,,,BdTfrac4599,20200925,4599,1087,granite,subsurface
124,4599_03,fracture,BdTfrac4599,roof,,,,4599,25.09.2020,,1087,granite,subsurface,2.72,0.23,0,13.88,,0.63,11.89,0.26,0,9.29,19.8,9.56,8.86,94.45,74.6,64.6,,,2,-14.57,-101.4,,,24.12,,,BdTfrac4599.20200925,,,,19.3,2.72,0.23,,,,,13.88,0.63,11.89,,0.26,,9.29,,8.861,74.6,,,,BdTfrac4599,20200925,4599,1087,granite,subsurface
127,4599_17,fracture,BdTfrac4599,roof,,,,4599,03.03.2021,,1087,granite,subsurface,2.66,0.35,0,13.73,15,0,11.75,0.31,0,9.23,17.7,9.55,8.56,86.8,63.4,61.6,169,0.0116,2,,,,,19.68,,,BdTfrac4599.20210303,9.55,86.8,0.0083,17.7,2.66,0.35,,,0,,13.73,0,11.75,,0.31,0,9.23,,8.56,63.4,,,,BdTfrac4599,20210303,4599,1087,granite,subsurface
